Filename,locations,Answer_Probabilities,Most_Frequent_Answer
JL37136JPEG_cropped_resized(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6fcd0da6-a16c-4af7-8a88-d39d9f09fbd8.jpeg,"{'sterile': 0.68, 'not sure': 0.2, 'female': 0.08, 'male': 0.04}",sterile
JL37136JPEG_cropped_resized(i).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1e11362a-dcde-4b7b-8e61-48c7d4a4a8fc.jpeg,"{'sterile': 0.88, 'female': 0.08, 'not sure': 0.04}",sterile
JL37137JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/8ef70dfc-0bf5-46a6-84cd-ac6b442080c3.png,"{'not sure': 0.4, 'male': 0.4, 'female': 0.1, 'sterile': 0.1}",not sure
JL37137JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/b955d6eb-53d8-411b-8ac0-31b8649cc742.png,"{'female': 0.273, 'both': 0.727}",both
JL37288JPEG.png,https://panoptes-uploads.zooniverse.org/subject_location/766e13d0-0b2f-4300-8d38-f53919d9a30a.png,"{'not sure': 0.1, 'sterile': 0.7, 'male': 0.2}",sterile
JL37289JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/3d2bac26-b942-4bbb-b2ae-b2a84175fac3.png,"{'sterile': 0.9, 'male': 0.1}",sterile
JL37289JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/535ee450-067e-41b6-9b46-9be198e4b033.png,"{'sterile': 0.9, 'male': 0.1}",sterile
JL37289JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/3d2ac791-783b-4753-84b0-092a896dcc11.png,"{'sterile': 0.8, 'not sure': 0.2}",sterile
JL37303JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/2c2f5dec-81c2-4aca-82a6-5d001bf81447.png,"{'sterile': 0.5, 'male': 0.2, 'not sure': 0.3}",sterile
JL37303JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/bbc61af3-eb7b-4f9b-9532-98d1783e0334.png,"{'sterile': 0.5, 'not sure': 0.3, 'male': 0.2}",sterile
JL37303JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/1b62c200-15de-4dd7-9e5a-2c0d3444c95a.png,"{'sterile': 0.5, 'female': 0.1, 'male': 0.3, 'not sure': 0.1}",sterile
JL37322JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/cbca4f4a-7e11-4d2d-91a8-ae6e94c91233.png,"{'both': 0.7, 'female': 0.3}",both
JL37322JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/4c4d35a1-975a-4042-ba44-2f8c0032d97e.png,"{'male': 0.818, 'not sure': 0.182}",male
JL37322JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/54e3472b-00b1-453d-89d7-0962cae869e1.png,"{'both': 0.909, 'male': 0.091}",both
JL37322JPEG(d).png,https://panoptes-uploads.zooniverse.org/subject_location/59991715-7e80-4172-ae0d-be92079047ef.png,"{'male': 0.6, 'sterile': 0.2, 'not sure': 0.2}",male
JL37381JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/9ec0c020-cfbd-405e-bfa9-4441c59f0413.png,"{'sterile': 0.6, 'not sure': 0.4}",sterile
JL37381JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/b9fb9d28-aec6-4072-aa23-8806728fc3d4.png,"{'male': 0.2, 'sterile': 0.5, 'not sure': 0.3}",sterile
JL37381JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/1a212241-19ef-41c1-a2e6-843972418ffb.png,"{'not sure': 0.4, 'sterile': 0.3, 'female': 0.2, 'male': 0.1}",not sure
JL37381JPEG(d).png,https://panoptes-uploads.zooniverse.org/subject_location/e5fcb5e1-6416-4b7c-90be-2f24c758b853.png,"{'male': 0.6, 'not sure': 0.3, 'sterile': 0.1}",male
LB1019JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/9f4069da-75e4-4d34-8b3e-42c3a349903f.png,"{'not sure': 0.364, 'sterile': 0.455, 'male': 0.182}",sterile
LB1019JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/79d13f2e-817e-466b-a0f1-ddfc978cb95b.png,"{'male': 0.3, 'both': 0.5, 'female': 0.1, 'not sure': 0.1}",both
LB1019JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/02973e21-f0f1-44a6-9a13-8b3af71f0b8e.png,"{'male': 0.3, 'not sure': 0.2, 'sterile': 0.5}",sterile
LB1023JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3689872c-f9e5-440e-9df3-501bfd62a351.jpeg,"{'sterile': 0.7, 'not sure': 0.3}",sterile
LB1023JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/59fe8a93-0a16-4ff0-aff0-957efd1d9800.jpeg,"{'sterile': 0.9, 'not sure': 0.1}",sterile
LB1023JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/4388d763-9359-4ee9-9a5d-650ad525ee87.jpeg,{'sterile': 1.0},sterile
LB1098_D350JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/966f3ddb-2d80-488d-8c92-7b3aced07c03.jpeg,{'sterile': 1.0},sterile
LB1098_D350JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/79ad8e7c-bb91-4c3c-9900-fe5b4fb56f92.jpeg,"{'sterile': 0.3, 'male': 0.5, 'female': 0.1, 'not sure': 0.1}",male
LB1183JPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/cfe3391a-9dbe-43be-b2ce-cec7d27614c6.jpeg,"{'sterile': 0.818, 'male': 0.023, 'not sure': 0.045, 'female': 0.068, 'both': 0.045}",sterile
LB1183JPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/4dc3087c-b87d-4d56-aec1-8f934ea39e21.jpeg,"{'female': 0.82, 'both': 0.08, 'male': 0.02, 'not sure': 0.04, 'sterile': 0.04}",female
LB1183JPEG_c.jpg,https://panoptes-uploads.zooniverse.org/subject_location/597e0e61-c12a-48dc-b0d0-75eedccb4de2.jpeg,"{'sterile': 0.767, 'male': 0.07, 'not sure': 0.116, 'female': 0.047}",sterile
LB1185JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7c2a8509-68aa-4d4b-a7e2-3e4733454b7e.jpeg,"{'male': 0.3, 'sterile': 0.6, 'not sure': 0.1}",sterile
LB1185JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d42d9222-73a8-4a3d-818d-9de43f33e25a.jpeg,"{'sterile': 0.9, 'not sure': 0.1}",sterile
LB1210JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/80e0faf4-24b2-45f6-835d-1c3afed1df20.jpeg,"{'sterile': 0.1, 'both': 0.1, 'female': 0.7, 'not sure': 0.1}",female
LB1210JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d2170acb-5de2-412f-9bad-1c655bc18ecc.jpeg,"{'not sure': 0.4, 'sterile': 0.4, 'female': 0.1, 'male': 0.1}",not sure
LB1210JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/96543f10-1554-491d-98f5-aeb3320470c0.jpeg,"{'sterile': 0.9, 'both': 0.1}",sterile
LB1818JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ec6d59ac-396d-4e02-851a-33a544cb5ce5.jpeg,"{'sterile': 0.882, 'male': 0.088, 'not sure': 0.029}",sterile
LB1818JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/79e98740-2874-468c-8eb4-8d61d3d16778.jpeg,"{'sterile': 0.765, 'not sure': 0.088, 'male': 0.118, 'female': 0.029}",sterile
LB1907_14-9JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6b54d155-1559-4050-abb1-e9b99667a272.jpeg,"{'female': 0.176, 'not sure': 0.176, 'sterile': 0.441, 'male': 0.118, 'both': 0.088}",sterile
LB1907_14-9JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7c0a8541-e558-4762-8039-33da4679156f.jpeg,"{'sterile': 0.824, 'not sure': 0.088, 'male': 0.059, 'female': 0.029}",sterile
LB2356JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0b19e8b0-859e-42a8-8049-113a34360aef.jpeg,"{'male': 0.273, 'not sure': 0.364, 'sterile': 0.182, 'both': 0.182}",not sure
LB2356JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6b25b989-5c81-4a99-b8b7-562cf1408a4b.jpeg,"{'both': 0.6, 'male': 0.4}",both
LB2411JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/63ac679d-b416-46ef-81c7-92194f640d95.jpeg,"{'male': 0.1, 'both': 0.8, 'not sure': 0.1}",both
LB2557JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/33e6b0a8-19b5-468a-9871-17b535d7f3cd.jpeg,"{'female': 0.7, 'not sure': 0.2, 'both': 0.1}",female
LB2557JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7a2a32fb-012e-4b8c-a1ba-00b04458987d.jpeg,"{'female': 0.8, 'both': 0.2}",female
LB2579JPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/0a2abea0-5a1d-4121-a0c1-d020e14d0f43.jpeg,"{'sterile': 0.786, 'male': 0.143, 'not sure': 0.024, 'female': 0.024, 'both': 0.024}",sterile
LB2579JPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/17c5eff9-2037-47c7-aad1-b0879283b553.jpeg,"{'not sure': 0.102, 'male': 0.837, 'female': 0.041, 'both': 0.02}",male
LB2579JPEG_c.jpg,https://panoptes-uploads.zooniverse.org/subject_location/142e3166-aa6f-4ffe-a467-fced9f400fce.jpeg,"{'sterile': 0.8, 'male': 0.171, 'not sure': 0.029}",sterile
LB2579JPEG_d.jpg,https://panoptes-uploads.zooniverse.org/subject_location/f4ed332e-abd7-42d1-b923-4c558dc428d7.jpeg,"{'sterile': 0.857, 'male': 0.119, 'not sure': 0.024}",sterile
LB2579JPEG_e.jpg,https://panoptes-uploads.zooniverse.org/subject_location/e924f864-688f-43bb-ac65-a773d035e7ab.jpeg,"{'both': 0.031, 'sterile': 0.812, 'male': 0.094, 'not sure': 0.062}",sterile
LB2585JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0260ea72-67ea-4987-aaf7-9ed0f13be02c.jpeg,"{'female': 0.2, 'sterile': 0.4, 'male': 0.2, 'not sure': 0.1, 'both': 0.1}",sterile
LB2585JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/36069679-ae2d-4ce1-bc96-a37f28b45b4e.jpeg,"{'male': 0.7, 'sterile': 0.1, 'not sure': 0.1, 'both': 0.1}",male
LB2585JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8e8465f7-4812-4a97-8655-7d86c14a48f5.jpeg,"{'female': 0.1, 'sterile': 0.7, 'male': 0.1, 'not sure': 0.1}",sterile
LB2601JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b72c90ca-f2ca-4094-a36c-9ac4f8a0da6c.jpeg,"{'sterile': 0.3, 'male': 0.6, 'not sure': 0.1}",male
LB2601JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b74265bf-98f9-46f5-87f2-bea1d0eae911.jpeg,"{'sterile': 0.9, 'male': 0.1}",sterile
LB2641JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/73f0acdb-5708-409e-9f77-69e0ac1c0933.jpeg,"{'both': 0.9, 'female': 0.1}",both
LB2641JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f77dae5a-de03-4685-9c69-636444974283.jpeg,"{'both': 0.8, 'female': 0.2}",both
LB2641JPEG(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/daa644ab-d06c-48e2-8f82-0a2e7731da08.jpeg,"{'female': 0.6, 'both': 0.4}",female
LB2641JPEG(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c8b977db-db24-49ef-afaf-d22d48c129cb.jpeg,"{'both': 0.75, 'female': 0.25}",both
LT6441_DF352JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1d268009-69bf-4ba0-8ece-ec8e36202a8d.jpeg,"{'sterile': 0.8, 'not sure': 0.2}",sterile
LT6441_DF352JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/afdae086-b8f3-4e73-a3a7-5c4dd5d51bb8.jpeg,"{'male': 0.8, 'sterile': 0.1, 'not sure': 0.1}",male
MR358_D358JPEG.jpg,https://panoptes-uploads.zooniverse.org/subject_location/ed5fe539-5c92-43d4-a0bf-ef17e0e7cd3e.jpeg,"{'sterile': 0.851, 'not sure': 0.064, 'male': 0.043, 'female': 0.043}",sterile
MR5965A_D356JPEG_a.jpg,https://panoptes-uploads.zooniverse.org/subject_location/96448247-3aae-487a-92ec-6e9c56ae2061.jpeg,"{'sterile': 0.909, 'male': 0.045, 'female': 0.045}",sterile
MR5965A_D356JPEG_b.jpg,https://panoptes-uploads.zooniverse.org/subject_location/ed15cdd6-69c4-4554-be81-bf1b697400f7.jpeg,"{'not sure': 0.045, 'both': 0.727, 'female': 0.182, 'sterile': 0.045}",both
MR5965A_D356JPEG_c.jpg,https://panoptes-uploads.zooniverse.org/subject_location/4d37e419-d74f-4ea7-aaaf-301e102774c3.jpeg,"{'sterile': 0.06, 'both': 0.42, 'male': 0.3, 'female': 0.1, 'not sure': 0.12}",both
MR5977_DF354JPEG.jpg,https://panoptes-uploads.zooniverse.org/subject_location/c442fcdc-2b87-4d6a-a124-2696f29239b2.jpeg,"{'male': 0.8, 'sterile': 0.1, 'female': 0.1}",male
MR6409_D353JPEG(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1312634b-362c-403c-9565-12372305acb2.jpeg,{'sterile': 1.0},sterile
MR6409_D353JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c5ef33fd-90a8-4c7d-be1c-820218a9b104.jpeg,"{'sterile': 0.9, 'not sure': 0.1}",sterile
MR6409_DF363JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/c2c8a8d3-a0ad-4b09-88b3-4c10d633dfe2.png,"{'male': 0.62, 'female': 0.06, 'sterile': 0.02, 'both': 0.22, 'not sure': 0.08}",male
MR6409_DF363JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/e9239139-0993-4114-8c58-e0b2e0511962.png,"{'sterile': 0.957, 'male': 0.022, 'not sure': 0.022}",sterile
MR6409_DF363JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/4e808ada-2d2c-4005-8646-2f84d8834618.png,"{'sterile': 0.957, 'not sure': 0.022, 'male': 0.022}",sterile
MR64152_DF379JPEG(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6e6515e4-32d5-4b40-a9b6-df614d380071.jpeg,"{'sterile': 0.2, 'both': 0.4, 'female': 0.1, 'male': 0.2, 'not sure': 0.1}",both
MR6440_D350_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6d49b03e-9a99-48c0-ae4f-16ba0e852c06.jpeg,{'sterile': 1.0},sterile
MR6440_D350_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c504f110-34f4-424f-89cf-7885afb5bdfa.jpeg,"{'sterile': 0.885, 'female': 0.038, 'not sure': 0.038, 'both': 0.038}",sterile
MR6440_D350_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d8b3d0f4-d52a-46e7-a2c1-c9262e2cae49.jpeg,"{'sterile': 0.76, 'not sure': 0.16, 'female': 0.04, 'male': 0.04}",sterile
MR6440_D350_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/64194cf3-774c-47d1-af8d-e9a250f9dfd4.jpeg,"{'sterile': 0.4, 'not sure': 0.04, 'female': 0.44, 'both': 0.04, 'male': 0.08}",female
MR6440_D350_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/7654f90c-d411-44db-9a01-9bd5be5568e5.jpeg,"{'sterile': 0.44, 'not sure': 0.04, 'female': 0.36, 'male': 0.16}",sterile
MR6611_DF355JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/1a3334cb-d985-4b1a-8977-7215aed51a11.png,"{'sterile': 0.941, 'not sure': 0.029, 'female': 0.029}",sterile
MR6611_DF355JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/8dbd6439-da44-4533-a373-077a6cc65268.png,"{'sterile': 0.857, 'male': 0.143}",sterile
MR6611_DF355JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/11b819ea-f3f9-414c-8398-259b91c2b91b.png,{'sterile': 1.0},sterile
MR6611_DF355JPEG(d).png,https://panoptes-uploads.zooniverse.org/subject_location/fd3c4b93-3f62-4fba-b2e2-fe87a09339a8.png,"{'sterile': 0.938, 'not sure': 0.031, 'both': 0.031}",sterile
MR6611_DF355JPEG(e).png,https://panoptes-uploads.zooniverse.org/subject_location/6a561a7e-7529-4a27-92e5-0bb19f315257.png,"{'sterile': 0.97, 'male': 0.03}",sterile
MR6611_DF355JPEG(f).png,https://panoptes-uploads.zooniverse.org/subject_location/3c62fadc-bc50-41c3-ac74-aec9201d6bc5.png,"{'sterile': 0.8, 'male': 0.133, 'not sure': 0.067}",sterile
MR6611_DF355JPEG(g).png,https://panoptes-uploads.zooniverse.org/subject_location/fb601005-b40c-455b-9a2d-2caead289129.png,"{'sterile': 0.938, 'not sure': 0.062}",sterile
MR6611_DF355JPEG(h).png,https://panoptes-uploads.zooniverse.org/subject_location/487422fd-79d8-4bae-9a40-0ae73df7380c.png,"{'sterile': 0.853, 'male': 0.118, 'not sure': 0.029}",sterile
MR6611_DF355JPEG(i).png,https://panoptes-uploads.zooniverse.org/subject_location/0e2b3421-1a99-4d51-aa7d-02dc268e26af.png,"{'sterile': 0.906, 'not sure': 0.062, 'both': 0.031}",sterile
MR6621_D372JPEG(a).png,https://panoptes-uploads.zooniverse.org/subject_location/959c35ef-9a18-49f9-bcf2-045237c0a3f7.png,"{'sterile': 0.787, 'male': 0.149, 'female': 0.043, 'not sure': 0.021}",sterile
MR6621_D372JPEG(b).png,https://panoptes-uploads.zooniverse.org/subject_location/56e888af-e998-47a3-9e62-33f414f5df81.png,"{'sterile': 0.712, 'male': 0.096, 'not sure': 0.096, 'female': 0.077, 'both': 0.019}",sterile
MR6621_D372JPEG(c).png,https://panoptes-uploads.zooniverse.org/subject_location/b83c39ef-3a96-4014-b1aa-dffacee28d4c.png,"{'sterile': 0.326, 'female': 0.465, 'not sure': 0.14, 'both': 0.047, 'male': 0.023}",female
MVK10-5-27_DF301JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/96b95796-95eb-4221-a4bd-512b3b66fed7.jpeg,"{'sterile': 0.72, 'male': 0.24, 'female': 0.04}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/8e8425c9-aba0-44d3-b48f-ef8b7b0d370f.jpeg,"{'sterile': 0.88, 'male': 0.08, 'not sure': 0.04}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6494d100-f35b-413e-a65a-95f31b39f581.jpeg,"{'sterile': 0.835, 'not sure': 0.055, 'male': 0.055, 'female': 0.033, 'both': 0.022}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/3220e7fe-b7a8-4e6c-86f7-0e9a25685809.jpeg,"{'sterile': 0.808, 'not sure': 0.077, 'male': 0.09, 'female': 0.013, 'both': 0.013}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/13b843f3-8c44-457b-9edb-f36ae09282f5.jpeg,"{'sterile': 0.707, 'not sure': 0.163, 'male': 0.087, 'both': 0.022, 'female': 0.022}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/69cffdb7-dd3c-4fee-82f7-41cbdb5e433a.jpeg,"{'sterile': 0.906, 'not sure': 0.042, 'male': 0.01, 'both': 0.021, 'female': 0.021}",sterile
MVK10-5-27_DF301JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0786dd49-fca3-4738-9461-1dd49a455563.jpeg,"{'sterile': 0.94, 'male': 0.024, 'not sure': 0.036}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/fb2fa087-06ea-45a3-8669-78cc08b9d573.jpeg,"{'male': 0.083, 'sterile': 0.49, 'not sure': 0.333, 'female': 0.021, 'both': 0.073}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f06d11d8-9a0e-43e6-a01a-5d9d5ad0a5c4.jpeg,"{'sterile': 0.536, 'female': 0.031, 'male': 0.134, 'not sure': 0.247, 'both': 0.052}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/53e06d8e-18d6-497e-9ad9-430c0d5e9a1a.jpeg,"{'female': 0.739, 'both': 0.163, 'sterile': 0.033, 'not sure': 0.043, 'male': 0.022}",female
MVK10-5-29F_DF286JPEG_cropped_resized(d).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f4851639-a539-489c-89f9-57823514e24d.jpeg,"{'not sure': 0.17, 'sterile': 0.689, 'male': 0.104, 'both': 0.019, 'female': 0.019}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(e).jpg,https://panoptes-uploads.zooniverse.org/subject_location/0683e636-ada2-45c6-8f5c-3c0d9e99fedf.jpeg,"{'sterile': 0.859, 'female': 0.054, 'male': 0.022, 'not sure': 0.054, 'both': 0.011}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(f).jpg,https://panoptes-uploads.zooniverse.org/subject_location/c06be7a8-f962-4923-97ad-0928d5f07467.jpeg,"{'sterile': 0.891, 'not sure': 0.087, 'female': 0.022}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(g).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9d794a46-2a9f-4366-b491-88f65357c95f.jpeg,"{'female': 0.185, 'sterile': 0.413, 'not sure': 0.25, 'both': 0.054, 'male': 0.098}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(h).jpg,https://panoptes-uploads.zooniverse.org/subject_location/95629118-90d4-4061-9f2e-24f149ddb3cb.jpeg,"{'both': 0.371, 'female': 0.449, 'not sure': 0.079, 'sterile': 0.034, 'male': 0.067}",female
MVK10-5-29F_DF286JPEG_cropped_resized(i).jpg,https://panoptes-uploads.zooniverse.org/subject_location/360d3cae-bae4-40b1-b45e-9b98ebac99d6.jpeg,"{'female': 0.798, 'not sure': 0.048, 'male': 0.083, 'sterile': 0.048, 'both': 0.024}",female
MVK10-5-29F_DF286JPEG_cropped_resized(j).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ee6d0cb9-c695-4b96-9ef0-59a403df96cb.jpeg,"{'male': 0.185, 'sterile': 0.685, 'not sure': 0.054, 'both': 0.033, 'female': 0.043}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(k).jpg,https://panoptes-uploads.zooniverse.org/subject_location/1160d112-02a6-4922-8bc3-e3fa2326e087.jpeg,"{'sterile': 0.792, 'not sure': 0.109, 'female': 0.05, 'male': 0.05}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(l).jpg,https://panoptes-uploads.zooniverse.org/subject_location/bff21102-4a36-47e0-ba08-ee71e6c225be.jpeg,"{'sterile': 0.892, 'not sure': 0.049, 'both': 0.01, 'male': 0.039, 'female': 0.01}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(m).jpg,https://panoptes-uploads.zooniverse.org/subject_location/e1c3fec2-a507-4a67-8ed0-fce8b7142a38.jpeg,"{'not sure': 0.191, 'sterile': 0.67, 'male': 0.096, 'female': 0.032, 'both': 0.011}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(n).jpg,https://panoptes-uploads.zooniverse.org/subject_location/a3741bd2-dfae-4035-af1c-21db53813270.jpeg,"{'sterile': 0.881, 'not sure': 0.05, 'female': 0.02, 'both': 0.01, 'male': 0.04}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(o).jpg,https://panoptes-uploads.zooniverse.org/subject_location/bb37e8ad-0ae2-4943-9686-0d17b0dd167d.jpeg,"{'male': 0.264, 'not sure': 0.241, 'sterile': 0.333, 'female': 0.126, 'both': 0.034}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(p).jpg,https://panoptes-uploads.zooniverse.org/subject_location/6b434e83-cd08-4fd7-8af7-2ed9cf5a3493.jpeg,"{'sterile': 0.884, 'not sure': 0.07, 'female': 0.023, 'both': 0.012, nan: 0.012}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(q).jpg,https://panoptes-uploads.zooniverse.org/subject_location/b78d39a3-1b17-47f8-b568-92cb169239ac.jpeg,"{'sterile': 0.8, 'male': 0.078, 'not sure': 0.1, 'female': 0.022}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(r).jpg,https://panoptes-uploads.zooniverse.org/subject_location/a26ecba7-31ec-40f1-ba7c-ff952d46b10d.jpeg,"{'female': 0.467, 'not sure': 0.2, 'both': 0.233, 'sterile': 0.033, 'male': 0.067}",female
MVK10-5-29F_DF286JPEG_cropped_resized(s).jpg,https://panoptes-uploads.zooniverse.org/subject_location/f6ce0eb2-bda0-406f-b7a3-92b7fbae5145.jpeg,"{'male': 0.747, 'female': 0.132, 'not sure': 0.044, 'both': 0.044, 'sterile': 0.033}",male
MVK10-5-29F_DF286JPEG_cropped_resized(t).jpg,https://panoptes-uploads.zooniverse.org/subject_location/d1cc984e-f0a5-45b3-bc9b-776e2be3495e.jpeg,"{'sterile': 0.839, 'not sure': 0.065, 'male': 0.043, 'both': 0.032, 'female': 0.022}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(u).jpg,https://panoptes-uploads.zooniverse.org/subject_location/ba7843f5-2a7f-433b-8bb0-ed473fc7b7c0.jpeg,"{'sterile': 0.839, 'not sure': 0.054, 'male': 0.065, 'female': 0.032, 'both': 0.011}",sterile
MVK10-5-29F_DF286JPEG_cropped_resized(v).jpg,https://panoptes-uploads.zooniverse.org/subject_location/228113dd-c31d-411d-8b37-6f027e9018ee.jpeg,"{'not sure': 0.327, 'sterile': 0.535, 'male': 0.04, 'female': 0.05, 'both': 0.05}",sterile
MVK10-5-6_DF412_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/2443dc3e-e023-42ed-8e85-583bc0e11402.jpeg,"{'sterile': 0.92, 'male': 0.08}",sterile
MVK10-5-6_DF412_cropped_resized(b).jpg,https://panoptes-uploads.zooniverse.org/subject_location/9caadb6d-e1d3-4795-ab0e-7f1114e172ea.jpeg,"{'sterile': 0.88, 'not sure': 0.04, 'male': 0.08}",sterile
MVK10-5-6_DF412_cropped_resized(c).jpg,https://panoptes-uploads.zooniverse.org/subject_location/130c9fa9-e034-4f92-8dca-5eabf8e04571.jpeg,"{'sterile': 0.96, 'male': 0.04}",sterile
MVK10-5-6_DF412JPEG_cropped_resized(a).jpg,https://panoptes-uploads.zooniverse.org/subject_location/2d55cd05-0bfc-4962-8116-247c88329d8b.jpeg,"{'sterile': 0.88, 'not sure': 0.12}",sterile
